Year,Month,Year_Month,Store_Region,Product_Category,Regional_Revenue,Regional_Units,Regional_Transactions,Active_Brands,Active_Stores,Avg_Transaction_Value,Date_Key,Previous_Regional_Revenue,Regional_MoM_Growth,Regional_Total_Revenue,Regional_Category_Share
2023,2,2023-02,NORTHEAST,HARD SELTZER,1208.5700000000004,625,595,10,214,2.031210084033614,2023-02-01,1102.4500000000003,9.625833371127952,122605.08999999992,0.9857421090755704
2023,2,2023-02,SOUTHEAST,BEER,156656.63000000105,160793,16774,29,325,9.339253010611724,2023-02-01,161457.4899999994,-2.973451401974832,157853.93000000104,99.24151397434325
2023,2,2023-02,SOUTHEAST,HARD SELTZER,1197.300000000001,739,729,10,269,1.6423868312757217,2023-02-01,1075.2600000000007,11.349813068467194,157853.93000000104,0.7584860256567532
2023,2,2023-02,SOUTHWEST,BEER,40996.879999999976,41246,4114,29,76,9.965211473018954,2023-02-01,39331.93999999991,4.2330482554383835,41267.32999999997,99.34463896743502
2023,2,2023-02,SOUTHWEST,HARD SELTZER,270.45000000000005,165,165,10,66,1.6390909090909094,2023-02-01,262.6400000000001,2.973652147426113,41267.32999999997,0.655361032564986
2023,2,2023-02,WEST,BEER,85802.7600000003,74116,10605,29,213,8.090783592645007,2023-02-01,85000.67000000027,0.9436278561098672,87130.1500000003,98.47654342383206
2023,2,2023-02,WEST,HARD SELTZER,1327.3899999999994,686,651,10,186,2.0390015360983096,2023-02-01,1126.4300000000003,17.840433937306273,87130.1500000003,1.523456576167945
2023,3,2023-03,MIDWEST,BEER,205202.5299999999,218599,17781,29,304,11.540550587705974,2023-03-01,165101.8700000003,24.288434770605296,206507.1199999999,99.36825907019575
2023,3,2023-03,MIDWEST,HARD SELTZER,1304.5900000000004,844,810,10,258,1.6106049382716054,2023-03-01,886.55,47.15357283853144,206507.1199999999,0.6317409298042609
2023,3,2023-03,NORTHEAST,BEER,151532.27999999994,128775,14138,29,247,10.718084594709289,2023-03-01,121396.51999999992,24.824237136286975,153288.79999999993,98.85411067214305
2023,3,2023-03,NORTHEAST,HARD SELTZER,1756.5199999999998,902,847,10,225,2.0738134592680044,2023-03-01,1208.5700000000004,45.33870607412059,153288.79999999993,1.1458893278569606
2023,3,2023-03,SOUTHEAST,BEER,196389.62000000023,202100,18501,29,325,10.61508134695423,2023-03-01,156656.63000000105,25.36310783654602,198150.35000000024,99.11141716378496
2023,3,2023-03,SOUTHEAST,HARD SELTZER,1760.73,1105,1065,10,298,1.653267605633803,2023-03-01,1197.300000000001,47.05838135805549,198150.35000000024,0.8885828362150245
2023,3,2023-03,SOUTHWEST,BEER,48991.29000000001,48927,4611,29,76,10.624873129473,2023-03-01,40996.879999999976,19.50004488146424,49370.780000000006,99.23134696271762
2023,3,2023-03,SOUTHWEST,HARD SELTZER,379.49,227,203,10,64,1.869408866995074,2023-03-01,270.45000000000005,40.31798853762246,49370.780000000006,0.7686530372823763
2023,3,2023-03,WEST,BEER,108726.80000000019,93680,11815,29,213,9.202437579348302,2023-03-01,85802.7600000003,26.7171359056513,110698.39000000019,98.2189533199173
2023,3,2023-03,WEST,HARD SELTZER,1971.5899999999995,1023,886,10,198,2.2252708803611734,2023-03-01,1327.3899999999994,48.53132839632665,110698.39000000019,1.7810466800826967
2023,4,2023-04,MIDWEST,BEER,237189.2299999996,251032,17437,29,304,13.6026397889545,2023-04-01,205202.5299999999,15.587868239246225,238660.1899999996,99.38365925209395
2023,4,2023-04,MIDWEST,HARD SELTZER,1470.9600000000005,948,894,10,264,1.645369127516779,2023-04-01,1304.5900000000004,12.75266558842242,238660.1899999996,0.6163407479060513
2023,4,2023-04,NORTHEAST,BEER,176339.86999999985,149331,13782,29,247,12.794940502104183,2023-04-01,151532.27999999994,16.371158673254254,178659.10999999984,98.70186300603423
2023,4,2023-04,NORTHEAST,HARD SELTZER,2319.2400000000002,1207,964,10,231,2.405850622406639,2023-04-01,1756.5199999999998,32.03607132284292,178659.10999999984,1.2981369939657723
2023,4,2023-04,SOUTHEAST,BEER,226897.05000000016,232500,18131,29,325,12.514315261154938,2023-04-01,196389.62000000023,15.534135663585428,229023.02000000016,99.07172213518099
2023,4,2023-04,SOUTHEAST,HARD SELTZER,2125.9700000000043,1345,1160,10,299,1.8327327586206934,2023-04-01,1760.73,20.7436688191832,229023.02000000016,0.9282778648190051
2023,4,2023-04,SOUTHWEST,BEER,55559.679999999964,55339,4519,29,76,12.29468466474883,2023-04-01,48991.29000000001,13.407260760024803,56035.37999999996,99.15107205483393
2023,4,2023-04,SOUTHWEST,HARD SELTZER,475.70000000000005,288,250,10,67,1.9028000000000003,2023-04-01,379.49,25.35244670478801,56035.37999999996,0.8489279451660725
2023,4,2023-04,WEST,BEER,125330.39999999994,108165,11577,29,213,10.825809795283746,2023-04-01,108726.80000000019,15.27093596059087,127447.29999999993,98.33899972773061
2023,4,2023-04,WEST,HARD SELTZER,2116.9,1119,885,10,193,2.3919774011299437,2023-04-01,1971.5899999999995,7.370193600089301,127447.29999999993,1.6610002722694017
2023,5,2023-05,MIDWEST,BEER,311449.5399999983,321828,19464,29,304,16.001312166050056,2023-05-01,237189.2299999996,31.308466240224657,313584.5499999983,99.31915969712155
2023,5,2023-05,MIDWEST,HARD SELTZER,2135.0100000000034,1368,1151,10,278,1.8549174630755894,2023-05-01,1470.9600000000005,45.14398759993492,313584.5499999983,0.680840302878447
2023,5,2023-05,NORTHEAST,BEER,236763.96,195060,15332,29,247,15.442470649621706,2023-05-01,176339.86999999985,34.265699526715196,240592.96,98.40851536138048
2023,5,2023-05,NORTHEAST,HARD SELTZER,3829.0000000000055,1941,1246,10,232,3.073033707865173,2023-05-01,2319.2400000000002,65.09718700953783,240592.96,1.5914846386195198
2023,5,2023-05,SOUTHEAST,BEER,313312.1999999982,312599,20291,29,325,15.440944261002327,2023-05-01,226897.05000000016,38.08562076941854,316639.0799999982,98.94931478451743
2023,5,2023-05,SOUTHEAST,HARD SELTZER,3326.8799999999997,2055,1507,10,306,2.2076177836761777,2023-05-01,2125.9700000000043,56.48762682446097,316639.0799999982,1.0506852154825672
2023,5,2023-05,SOUTHWEST,BEER,73051.97999999998,70797,4982,29,76,14.663183460457644,2023-05-01,55559.679999999964,31.483802642491877,74019.57999999999,98.69277831622388
2023,5,2023-05,SOUTHWEST,HARD SELTZER,967.5999999999999,578,398,10,74,2.431155778894472,2023-05-01,475.70000000000005,103.40550767290304,74019.57999999999,1.3072216837761037
2023,5,2023-05,WEST,BEER,170549.7800000007,142342,12773,29,213,13.352366711031136,2023-05-01,125330.39999999994,36.08013698192999,174481.1200000007,97.74683931419057
2023,5,2023-05,WEST,HARD SELTZER,3931.3400000000042,2031,1238,10,207,3.1755573505654313,2023-05-01,2116.9,85.7121262223064,174481.1200000007,2.253160685809438
2023,6,2023-06,MIDWEST,BEER,423240.88000000163,436152,20527,29,304,20.618740195839706,2023-06-01,311449.5399999983,35.89388508970151,426262.65000000165,99.29110139018748
2023,6,2023-06,MIDWEST,HARD SELTZER,3021.7700000000027,1945,1240,10,275,2.4369112903225827,2023-06-01,2135.0100000000034,41.534231689781215,426262.65000000165,0.7088986098125161
2023,6,2023-06,NORTHEAST,BEER,312166.52000000025,257842,16223,29,247,19.24221907168836,2023-06-01,236763.96,31.847144303550362,318453.79000000027,98.02568843661744
2023,6,2023-06,NORTHEAST,HARD SELTZER,6287.269999999997,3251,1448,10,241,4.342037292817677,2023-06-01,3829.0000000000055,64.20135805693361,318453.79000000027,1.974311563382553
2023,6,2023-06,SOUTHEAST,BEER,406303.77999999945,403037,21311,29,325,19.06544882924309,2023-06-01,313312.1999999982,29.680165662237783,411228.47999999946,98.80244189312958
2023,6,2023-06,SOUTHEAST,HARD SELTZER,4924.7000000000035,3052,1725,10,307,2.8548985507246396,2023-06-01,3326.8799999999997,48.02758139758584,411228.47999999946,1.1975581068704215
2023,6,2023-06,SOUTHWEST,BEER,100551.48999999996,98206,5301,29,76,18.968400301829835,2023-06-01,73051.97999999998,37.64375722601904,101972.77999999996,98.60620647980765
2023,6,2023-06,SOUTHWEST,HARD SELTZER,1421.2899999999997,873,363,10,74,3.915399449035812,2023-06-01,967.5999999999999,46.88817693261677,101972.77999999996,1.3937935201923497
2023,6,2023-06,WEST,BEER,224490.9500000004,187562,13451,29,213,16.689536093970737,2023-06-01,170549.7800000007,31.627815644206326,230915.07000000039,97.21797282438085
2023,6,2023-06,WEST,HARD SELTZER,6424.120000000004,3337,1449,10,210,4.433485162180817,2023-06-01,3931.3400000000042,63.4078965441808,230915.07000000039,2.7820271756191546
2023,7,2023-07,MIDWEST,BEER,439755.28999999934,451596,21330,29,304,20.616750586029035,2023-07-01,423240.88000000163,3.90189388132773,443540.66999999934,99.14655402400867
2023,7,2023-07,MIDWEST,HARD SELTZER,3785.3800000000024,2635,1569,10,294,2.4126067558954762,2023-07-01,3021.7700000000027,25.270288605684716,443540.66999999934,0.8534459759913354
2023,7,2023-07,NORTHEAST,BEER,321578.3900000004,264064,16589,29,247,19.385037675568174,2023-07-01,312166.52000000025,3.0150158319348797,329639.1900000004,97.55465968715674
2023,7,2023-07,NORTHEAST,HARD SELTZER,8060.799999999993,4440,1807,10,244,4.460874377421136,2023-07-01,6287.269999999997,28.208268453557693,329639.1900000004,2.4453403128432583
2023,7,2023-07,SOUTHEAST,BEER,429117.05999999837,426636,21925,29,325,19.572043785632765,2023-07-01,406303.77999999945,5.614833315111898,435553.61999999837,98.52221180023713
2023,7,2023-07,SOUTHEAST,HARD SELTZER,6436.560000000001,4336,2071,10,319,3.1079478512795755,2023-07-01,4924.7000000000035,30.699534997055594,435553.61999999837,1.477788199762873
2023,7,2023-07,SOUTHWEST,BEER,106610.15999999977,102631,5540,29,76,19.2437111913357,2023-07-01,100551.48999999996,6.025440299293239,108216.64999999978,98.51548721938813
2023,7,2023-07,SOUTHWEST,HARD SELTZER,1606.49,1077,484,10,75,3.319194214876033,2023-07-01,1421.2899999999997,13.030416030507519,108216.64999999978,1.484512780611859
2023,7,2023-07,WEST,BEER,235280.22,196143,13934,29,213,16.885332280752117,2023-07-01,224490.9500000004,4.806104655889064,243665.82,96.55856533345548
2023,7,2023-07,WEST,HARD SELTZER,8385.599999999999,4819,1701,10,209,4.929805996472663,2023-07-01,6424.120000000004,30.53305355441668,243665.82,3.4414346665445317
2023,8,2023-08,MIDWEST,BEER,366301.85000000143,377065,19273,29,304,19.0059591137862,2023-08-01,439755.28999999934,-16.70325330253515,370903.4600000014,98.75935101818679
2023,8,2023-08,MIDWEST,HARD SELTZER,4601.609999999998,3232,1917,10,293,2.4004225352112667,2023-08-01,3785.3800000000024,21.56269647961354,370903.4600000014,1.2406489818132136
2023,8,2023-08,NORTHEAST,BEER,274677.51999999984,225717,15283,29,247,17.972748805862715,2023-08-01,321578.3900000004,-14.58458387082556,283690.81999999983,96.82284396795075
2023,8,2023-08,NORTHEAST,HARD SELTZER,9013.299999999994,5065,1945,10,245,4.6340874035989685,2023-08-01,8060.799999999993,11.816445017864254,283690.81999999983,3.1771560320492567
2023,8,2023-08,SOUTHEAST,BEER,357260.87999999884,353792,20013,29,325,17.85144056363358,2023-08-01,429117.05999999837,-16.74512311395865,364926.0499999988,97.8995278632479
2023,8,2023-08,SOUTHEAST,HARD SELTZER,7665.170000000002,5161,2348,10,324,3.264552810902897,2023-08-01,6436.560000000001,19.087991100836476,364926.0499999988,2.100472136752097
2023,8,2023-08,SOUTHWEST,BEER,83811.65000000005,81014,4922,29,76,17.02796627387242,2023-08-01,106610.15999999977,-21.38493179261692,85766.27000000005,97.72099218025922
2023,8,2023-08,SOUTHWEST,HARD SELTZER,1954.6199999999992,1313,590,10,74,3.3129152542372866,2023-08-01,1606.49,21.67022514923835,85766.27000000005,2.2790078197407886
2023,8,2023-08,WEST,BEER,193354.39000000013,160364,12516,29,213,15.448577021412602,2023-08-01,235280.22,-17.819530260554785,203278.07000000012,95.11817482328517
2023,8,2023-08,WEST,HARD SELTZER,9923.680000000002,5642,1950,10,212,5.0890666666666675,2023-08-01,8385.599999999999,18.341919481015122,203278.07000000012,4.88182517671483
2023,9,2023-09,MIDWEST,BEER,269835.5599999995,284584,17459,29,304,15.455384615384585,2023-09-01,366301.85000000143,-26.335190499311313,273946.0699999995,98.49951853662292
2023,9,2023-09,MIDWEST,HARD SELTZER,4110.510000000001,2955,1925,10,301,2.135329870129871,2023-09-01,4601.609999999998,-10.672351633449965,273946.0699999995,1.5004814633770833
2023,9,2023-09,NORTHEAST,BEER,199892.76999999984,168582,13536,29,247,14.767491873522447,2023-09-01,274677.51999999984,-27.226381685694573,208080.71999999986,96.06501265470438
2023,9,2023-09,NORTHEAST,HARD SELTZER,8187.950000000012,4693,2180,10,245,3.7559403669724825,2023-09-01,9013.299999999994,-9.157023509702137,208080.71999999986,3.9349873452956223
2023,9,2023-09,SOUTHEAST,BEER,262368.04999999993,267438,17977,29,325,14.594651499137782,2023-09-01,357260.87999999884,-26.561214874687433,269323.8299999999,97.41731728677705
2023,9,2023-09,SOUTHEAST,HARD SELTZER,6955.779999999993,4802,2609,10,322,2.6660712916826346,2023-09-01,7665.170000000002,-9.254719725720479,269323.8299999999,2.5826827132229613
2023,9,2023-09,SOUTHWEST,BEER,65405.97999999994,64658,4459,29,76,14.668306795245556,2023-09-01,83811.65000000005,-21.9607536661074,67051.36999999994,97.54607549405776
2023,9,2023-09,SOUTHWEST,HARD SELTZER,1645.39,1094,585,10,75,2.812632478632479,2023-09-01,1954.6199999999992,-15.820466382212361,67051.36999999994,2.4539245059422377
2023,9,2023-09,WEST,BEER,143752.11999999968,123189,11265,29,213,12.76095162006211,2023-09-01,193354.39000000013,-25.65355252601217,152280.5999999997,94.3994967185577
2023,9,2023-09,WEST,HARD SELTZER,8528.479999999996,4997,2073,10,211,4.114076218041483,2023-09-01,9923.680000000002,-14.059300582042205,152280.5999999997,5.600503281442293
2023,10,2023-10,MIDWEST,BEER,202906.9200000002,213223,16302,29,304,12.44675009201326,2023-10-01,269835.5599999995,-24.803491430113738,207076.23000000019,97.98658204275787
2023,10,2023-10,MIDWEST,HARD SELTZER,4169.3099999999995,2997,2151,10,301,1.938312412831241,2023-10-01,4110.510000000001,1.4304794295597956,207076.23000000019,2.013417957242121
2023,10,2023-10,NORTHEAST,BEER,146108.43999999974,123128,12549,29,247,11.643034504741394,2023-10-01,199892.76999999984,-26.906590968747967,153032.69999999975,95.47530691152936
2023,10,2023-10,NORTHEAST,HARD SELTZER,6924.260000000013,3969,2314,10,247,2.9923336214347507,2023-10-01,8187.950000000012,-15.43353342411711,153032.69999999975,4.52469308847065
2023,10,2023-10,SOUTHEAST,BEER,193830.20999999938,197053,16651,29,325,11.640754909615001,2023-10-01,262368.04999999993,-26.12278438628505,200115.36999999938,96.85923175216375
2023,10,2023-10,SOUTHEAST,HARD SELTZER,6285.160000000001,4338,2774,10,325,2.265739005046864,2023-10-01,6955.779999999993,-9.641190491936106,200115.36999999938,3.140768247836246
2023,10,2023-10,SOUTHWEST,BEER,47593.44999999998,47152,4167,29,76,11.421514278857687,2023-10-01,65405.97999999994,-27.233794218816037,49098.23999999998,96.93514472209188
2023,10,2023-10,SOUTHWEST,HARD SELTZER,1504.7899999999995,1012,645,10,76,2.3330077519379837,2023-10-01,1645.39,-8.545086575219283,49098.23999999998,3.0648552779081286
2023,10,2023-10,WEST,BEER,101500.37999999993,86585,10222,29,213,9.929600860888273,2023-10-01,143752.11999999968,-29.39208131330504,109805.94999999995,92.43613847883468
2023,10,2023-10,WEST,HARD SELTZER,8305.570000000018,4779,2338,10,213,3.5524251497006065,2023-10-01,8528.479999999996,-2.6137131118320984,109805.94999999995,7.563861521165312
2023,11,2023-11,MIDWEST,BEER,241228.44000000067,250629,15422,29,304,15.64183893139675,2023-11-01,202906.9200000002,18.88625582607062,246613.51000000068,97.81639294619342
2023,11,2023-11,MIDWEST,HARD SELTZER,5385.069999999997,3806,2423,10,300,2.2224803962030526,2023-11-01,4169.3099999999995,29.159741060271305,246613.51000000068,2.1836070538065746
2023,11,2023-11,NORTHEAST,BEER,174038.7000000001,143835,11818,29,247,14.726578101201566,2023-11-01,146108.43999999974,19.116116769161597,184477.6600000001,94.34134192725558
2023,11,2023-11,NORTHEAST,HARD SELTZER,10438.960000000003,5940,2562,10,246,4.074535519125684,2023-11-01,6924.260000000013,50.75921470308716,184477.6600000001,5.658658072744417
2023,11,2023-11,SOUTHEAST,BEER,231931.5799999999,230173,15700,29,325,14.772712101910821,2023-11-01,193830.20999999938,19.65708544607192,240563.6899999999,96.41171533409718
2023,11,2023-11,SOUTHEAST,HARD SELTZER,8632.109999999982,5925,3131,10,325,2.7569817949536835,2023-11-01,6285.160000000001,37.34113371815485,240563.6899999999,3.5882846659028163
2023,11,2023-11,SOUTHWEST,BEER,59952.0599999999,58091,3961,29,76,15.135586972986594,2023-11-01,47593.44999999998,25.967039582127217,61953.9899999999,96.76868269501286
2023,11,2023-11,SOUTHWEST,HARD SELTZER,2001.9299999999987,1333,723,10,76,2.7689211618257246,2023-11-01,1504.7899999999995,33.037167976926966,61953.9899999999,3.2313173049871393
2023,11,2023-11,WEST,BEER,122614.36999999991,102595,9752,29,213,12.573253691550441,2023-11-01,101500.37999999993,20.801882712163238,133911.5599999999,91.56369323156267
2023,11,2023-11,WEST,HARD SELTZER,11297.189999999997,6582,2537,10,213,4.452972014189987,2023-11-01,8305.570000000018,36.019442374213604,133911.5599999999,8.436306768437321
2023,12,2023-12,MIDWEST,BEER,257098.81999999838,264678,16145,29,304,15.924361721895224,2023-12-01,241228.44000000067,6.578983804727859,263767.99999999837,97.47157350398834
2023,12,2023-12,MIDWEST,HARD SELTZER,6669.180000000014,4727,2881,10,304,2.3148837209302373,2023-12-01,5385.069999999997,23.845743880766967,263767.99999999837,2.5284264960116674
2023,12,2023-12,NORTHEAST,BEER,183864.30000000037,151576,12291,29,247,14.959262875274622,2023-12-01,174038.7000000001,5.6456408833209295,197613.65000000037,93.04230755314727
2023,12,2023-12,NORTHEAST,HARD SELTZER,13749.350000000011,7812,3078,10,247,4.466975308641979,2023-12-01,10438.960000000003,31.711875512503234,197613.65000000037,6.957692446852727
2023,12,2023-12,SOUTHEAST,BEER,243640.76000000053,242699,16429,29,325,14.829920262949695,2023-12-01,231931.5799999999,5.048549231631432,255084.67000000054,95.51368179044238
2023,12,2023-12,SOUTHEAST,HARD SELTZER,11443.909999999996,7815,3632,10,325,3.1508562775330384,2023-12-01,8632.109999999982,32.57372762858698,255084.67000000054,4.4863182095576235
2023,12,2023-12,SOUTHWEST,BEER,64870.080000000155,62880,4170,29,76,15.556374100719461,2023-12-01,59952.0599999999,8.203254400266244,67469.19000000015,96.1477083095262
2023,12,2023-12,SOUTHWEST,HARD SELTZER,2599.1100000000006,1723,797,10,75,3.26111668757842,2023-12-01,2001.9299999999987,29.830213843641,67469.19000000015,3.852291690473822
2023,12,2023-12,WEST,BEER,124423.16000000054,103961,9931,29,213,12.528764474876704,2023-12-01,122614.36999999991,1.4751859835031043,139082.66000000056,89.45986509029957
2023,12,2023-12,WEST,HARD SELTZER,14659.500000000013,8373,2927,10,213,5.008370345063209,2023-12-01,11297.189999999997,29.76235683386769,139082.66000000056,10.540134909700429
