Date,Date_String,Product_Category,Daily_Revenue,Daily_Units,Daily_Transactions,Avg_Transaction_Value,Active_Brands,Active_Regions,Total_Daily_Revenue,Market_Share_Revenue,Market_Share_Units
2023-02-01,2023-02-01,BEER,14886.409999999989,14581,2086,7.136342281879189,29,5,15069.459999999988,98.78529157647321,99.31208282250374
2023-02-01,2023-02-01,HARD SELTZER,183.04999999999998,101,100,1.8304999999999998,10,5,15069.459999999988,1.2147084235267895,0.6879171774962539
2023-02-02,2023-02-02,BEER,14825.320000000012,14650,2109,7.0295495495495555,29,5,14994.400000000012,98.87237902150136,99.335503119067
2023-02-02,2023-02-02,HARD SELTZER,169.07999999999998,98,98,1.7253061224489794,10,5,14994.400000000012,1.1276209784986384,0.6644968809330078
2023-02-03,2023-02-03,BEER,23372.20999999997,22787,2188,10.68199725776964,29,5,23544.23999999997,99.2693329663646,99.55872072701852
2023-02-03,2023-02-03,HARD SELTZER,172.03000000000006,101,99,1.7376767676767682,10,5,23544.23999999997,0.7306670336354042,0.441279272981475
2023-02-04,2023-02-04,BEER,27305.520000000015,26576,2223,12.283184885290154,29,5,27429.770000000015,99.54702500239702,99.72981086760733
2023-02-04,2023-02-04,HARD SELTZER,124.24999999999997,72,71,1.7499999999999996,10,5,27429.770000000015,0.452974997602969,0.2701891323926749
2023-02-05,2023-02-05,BEER,28564.530000000002,27909,2233,12.791997313031796,29,5,28730.04,99.42391308887841,99.646529562982
2023-02-05,2023-02-05,HARD SELTZER,165.51000000000005,99,90,1.8390000000000006,10,5,28730.04,0.5760869111215997,0.35347043701799485
2023-02-06,2023-02-06,BEER,12130.189999999993,11779,2077,5.840245546461239,29,5,12313.279999999993,98.51306881675718,99.13314256859115
2023-02-06,2023-02-06,HARD SELTZER,183.08999999999997,103,103,1.7775728155339803,10,5,12313.279999999993,1.4869311832428085,0.8668574314088536
2023-02-07,2023-02-07,BEER,16154.78999999997,15814,2108,7.663562618595811,29,5,16315.60999999997,99.01431818975816,99.42160191122846
2023-02-07,2023-02-07,HARD SELTZER,160.82,92,92,1.7480434782608696,10,5,16315.60999999997,0.9856818102418499,0.5783980887715328
2023-02-08,2023-02-08,BEER,14948.709999999994,14726,2097,7.128617072007627,29,5,15087.149999999994,99.08239793466626,99.46639648767308
2023-02-08,2023-02-08,HARD SELTZER,138.44,79,79,1.7524050632911392,10,5,15087.149999999994,0.9176020653337447,0.5336035123269166
2023-02-09,2023-02-09,BEER,16380.530000000019,15854,2121,7.723022159358802,29,5,16544.83000000002,99.00694053671147,99.41058439929772
2023-02-09,2023-02-09,HARD SELTZER,164.3,94,94,1.747872340425532,10,5,16544.83000000002,0.9930594632885308,0.5894156007022824
2023-02-10,2023-02-10,BEER,24539.879999999994,23750,2210,11.104018099547508,29,5,24748.399999999994,99.15744048100079,99.49727691663176
2023-02-10,2023-02-10,HARD SELTZER,208.51999999999998,120,113,1.845309734513274,10,5,24748.399999999994,0.8425595189992082,0.5027230833682447
2023-02-11,2023-02-11,BEER,27789.86000000003,27112,2240,12.406187500000014,29,5,27958.55000000003,99.39664252974492,99.66181443905307
2023-02-11,2023-02-11,HARD SELTZER,168.69,92,87,1.9389655172413793,10,5,27958.55000000003,0.6033574702550735,0.33818556094691954
2023-02-12,2023-02-12,BEER,27726.339999999975,27180,2194,12.637347310847755,29,5,27906.069999999974,99.35594657363076,99.6261271167803
2023-02-12,2023-02-12,HARD SELTZER,179.73000000000002,102,101,1.7795049504950498,10,5,27906.069999999974,0.6440534263692458,0.3738728832197053
2023-02-13,2023-02-13,BEER,12404.059999999985,12145,2082,5.9577617675312124,29,5,12594.229999999985,98.49002281203376,99.11858320411328
2023-02-13,2023-02-13,HARD SELTZER,190.16999999999993,108,108,1.7608333333333326,10,5,12594.229999999985,1.5099771879662365,0.8814167958867216
2023-02-14,2023-02-14,BEER,17461.73999999999,17020,2113,8.26395646000946,29,5,17647.229999999992,98.94890019566809,99.39266526512498
2023-02-14,2023-02-14,HARD SELTZER,185.48999999999995,104,101,1.8365346534653462,10,5,17647.229999999992,1.0510998043318982,0.6073347348750292
2023-02-15,2023-02-15,BEER,16742.129999999986,16419,2101,7.968648262732026,29,5,16896.049999999985,99.0890178473667,99.44881889763779
2023-02-15,2023-02-15,HARD SELTZER,153.92,91,91,1.6914285714285713,10,5,16896.049999999985,0.9109821526333085,0.5511811023622047
2023-02-16,2023-02-16,BEER,16722.65000000005,16215,2129,7.854697040864278,29,5,16879.03000000005,99.07352495966889,99.46632315053367
2023-02-16,2023-02-16,HARD SELTZER,156.38000000000008,87,86,1.8183720930232568,10,5,16879.03000000005,0.926475040331107,0.5336768494663232
2023-02-17,2023-02-17,BEER,24425.06000000004,23827,2189,11.158090452261325,29,5,24641.030000000042,99.12353501456717,99.49058415800242
2023-02-17,2023-02-17,HARD SELTZER,215.97,122,116,1.8618103448275862,10,5,24641.030000000042,0.8764649854328314,0.5094158419975782
2023-02-18,2023-02-18,BEER,29157.24000000001,28440,2262,12.890026525198943,29,5,29303.200000000008,99.50189740369653,99.70900676646917
2023-02-18,2023-02-18,HARD SELTZER,145.96,83,80,1.8245,10,5,29303.200000000008,0.49810259630347525,0.2909932335308347
2023-02-19,2023-02-19,BEER,30137.10000000005,29302,2245,13.42409799554568,29,5,30296.56000000005,99.47366961793682,99.68701095461658
2023-02-19,2023-02-19,HARD SELTZER,159.45999999999998,92,87,1.8328735632183906,10,5,30296.56000000005,0.5263303820631772,0.3129890453834116
2023-02-20,2023-02-20,BEER,12943.999999999987,12583,2087,6.202204120747479,29,5,13124.089999999987,98.62779057443221,99.18026326160637
2023-02-20,2023-02-20,HARD SELTZER,180.09,104,103,1.7484466019417475,10,5,13124.089999999987,1.372209425567793,0.8197367383936313
2023-02-21,2023-02-21,BEER,16946.24000000003,16570,2112,8.023787878787893,29,5,17108.06000000003,99.0541300416295,99.42397695907836
2023-02-21,2023-02-21,HARD SELTZER,161.81999999999994,96,93,1.7399999999999993,10,5,17108.06000000003,0.945869958370497,0.5760230409216369
2023-02-22,2023-02-22,BEER,17100.39999999997,16814,2110,8.104454976303304,29,5,17293.52999999997,98.88322395716779,99.3617775676634
2023-02-22,2023-02-22,HARD SELTZER,193.13,108,102,1.8934313725490195,10,5,17293.52999999997,1.1167760428322058,0.6382224323366033
2023-02-23,2023-02-23,BEER,17048.19,16508,2099,8.122053358742258,29,5,17224.579999999998,98.97594019709044,99.37992896273555
2023-02-23,2023-02-23,HARD SELTZER,176.38999999999996,103,102,1.7293137254901956,10,5,17224.579999999998,1.0240598029095629,0.6200710372644633
2023-02-24,2023-02-24,BEER,23418.379999999983,23067,2209,10.60134902670891,29,5,23639.199999999983,99.0658736336255,99.45673263484672
2023-02-24,2023-02-24,HARD SELTZER,220.81999999999996,126,118,1.8713559322033895,10,5,23639.199999999983,0.9341263663744971,0.543267365153279
2023-02-25,2023-02-25,BEER,28871.350000000024,28147,2252,12.820315275310845,29,5,29068.950000000023,99.3202368850612,99.6177667669439
2023-02-25,2023-02-25,HARD SELTZER,197.6,108,103,1.9184466019417474,10,5,29068.950000000023,0.6797631149387915,0.38223323305609624
2023-02-26,2023-02-26,BEER,28247.13000000001,27179,2236,12.632884615384619,29,5,28451.06000000001,99.2832252998658,99.58960829577516
2023-02-26,2023-02-26,HARD SELTZER,203.93000000000006,112,103,1.9799029126213599,10,5,28451.06000000001,0.7167747001341954,0.41039170422483606
2023-02-27,2023-02-27,BEER,12549.210000000001,12135,2110,5.947492890995261,29,5,12698.080000000002,98.82761803359247,99.29629326569021
2023-02-27,2023-02-27,HARD SELTZER,148.87,86,86,1.731046511627907,10,5,12698.080000000002,1.1723819664075197,0.7037067343097946
2023-02-28,2023-02-28,BEER,17155.489999999976,16599,2101,8.165392670157056,29,5,17338.239999999976,98.94597144808239,99.37735736095313
2023-02-28,2023-02-28,HARD SELTZER,182.75000000000003,104,100,1.8275000000000003,10,5,17338.239999999976,1.0540285519176125,0.6226426390468778
2023-03-01,2023-03-01,BEER,17271.42000000001,16968,2120,8.146896226415098,29,5,17479.91000000001,98.80725930511083,99.30937609738967
2023-03-01,2023-03-01,HARD SELTZER,208.49000000000004,118,113,1.845044247787611,10,5,17479.91000000001,1.1927406948891608,0.6906239026103242
2023-03-02,2023-03-02,BEER,17248.70999999996,16769,2095,8.23327446300714,29,5,17434.899999999958,98.93208449718668,99.37185185185186
2023-03-02,2023-03-02,HARD SELTZER,186.18999999999988,106,106,1.7565094339622631,10,5,17434.899999999958,1.0679155028133247,0.6281481481481481
2023-03-03,2023-03-03,BEER,25048.770000000008,24600,2204,11.365140653357535,29,5,25259.640000000007,99.16519000270789,99.50248756218906
2023-03-03,2023-03-03,HARD SELTZER,210.87000000000006,123,116,1.8178448275862074,10,5,25259.640000000007,0.8348099972921229,0.4975124378109453
2023-03-04,2023-03-04,BEER,31327.079999999973,30459,2217,14.13039242219214,29,5,31565.349999999973,99.24515330892893,99.55873700725633
2023-03-04,2023-03-04,HARD SELTZER,238.27,135,121,1.9691735537190083,10,5,31565.349999999973,0.7548466910710644,0.4412629927436752
2023-03-05,2023-03-05,BEER,30839.300000000007,29656,2251,13.700266548200803,29,5,31064.740000000005,99.27428975745491,99.55686853766618
2023-03-05,2023-03-05,HARD SELTZER,225.4399999999999,132,119,1.8944537815126044,10,5,31064.740000000005,0.7257102425450844,0.4431314623338257
2023-03-06,2023-03-06,BEER,13522.249999999993,12995,2134,6.336574507966257,29,5,13700.499999999993,98.69895259297105,99.21362040006107
2023-03-06,2023-03-06,HARD SELTZER,178.25000000000003,103,103,1.730582524271845,10,5,13700.499999999993,1.3010474070289415,0.786379599938922
2023-03-07,2023-03-07,BEER,17998.950000000037,17651,2134,8.43437207122776,29,5,18178.550000000036,99.01202241102838,99.41424950718107
2023-03-07,2023-03-07,HARD SELTZER,179.6,104,103,1.7436893203883495,10,5,18178.550000000036,0.9879775889716157,0.5857504928189243
2023-03-08,2023-03-08,BEER,17772.5,17519,2095,8.483293556085918,29,5,18022.01,98.61552623708455,99.19596851820394
2023-03-08,2023-03-08,HARD SELTZER,249.51000000000013,142,129,1.934186046511629,10,5,18022.01,1.3844737629154582,0.8040314817960479
2023-03-09,2023-03-09,BEER,18652.12999999999,18323,2089,8.928736237434174,29,5,18868.61999999999,98.85264529149454,99.3331887672124
2023-03-09,2023-03-09,HARD SELTZER,216.49,123,119,1.8192436974789916,10,5,18868.61999999999,1.147354708505445,0.6668112327875962
2023-03-10,2023-03-10,BEER,25236.460000000017,24804,2147,11.754289706567311,29,5,25477.43000000002,99.05418246659886,99.44272942308463
2023-03-10,2023-03-10,HARD SELTZER,240.97000000000006,139,125,1.9277600000000004,10,5,25477.43000000002,0.9458175334011314,0.5572705769153671
2023-03-11,2023-03-11,BEER,33232.97999999999,31969,2230,14.90268161434977,29,5,33471.21999999999,99.28822433123143,99.57018718659482
2023-03-11,2023-03-11,HARD SELTZER,238.23999999999995,138,132,1.8048484848484845,10,5,33471.21999999999,0.711775668768572,0.42981281340517646
2023-03-12,2023-03-12,BEER,32317.139999999992,31482,2220,14.557270270270267,29,5,32569.249999999993,99.2259262955088,99.55097394384012
2023-03-12,2023-03-12,HARD SELTZER,252.11000000000007,142,123,2.049674796747968,10,5,32569.249999999993,0.7740737044911998,0.4490260561598786
2023-03-13,2023-03-13,BEER,14663.810000000005,14297,2102,6.976122740247386,29,5,14871.800000000005,98.60144703398377,99.18140825528963
2023-03-13,2023-03-13,HARD SELTZER,207.99,118,115,1.808608695652174,10,5,14871.800000000005,1.3985529660162181,0.8185917447103711
2023-03-14,2023-03-14,BEER,17217.780000000002,16872,2083,8.26585693710994,29,5,17447.030000000002,98.68602277866204,99.24122110464091
2023-03-14,2023-03-14,HARD SELTZER,229.2500000000001,129,127,1.8051181102362213,10,5,17447.030000000002,1.313977221337959,0.7587788953590966
2023-03-15,2023-03-15,BEER,18573.180000000055,18039,2112,8.794119318181844,29,5,18773.080000000056,98.93517739230856,99.36653079211193
2023-03-15,2023-03-15,HARD SELTZER,199.89999999999995,115,115,1.7382608695652169,10,5,18773.080000000056,1.0648226076914356,0.6334692078880688
2023-03-16,2023-03-16,BEER,17956.410000000014,17498,2107,8.522263882297112,29,5,18164.260000000013,98.85571996877385,99.30196924124624
2023-03-16,2023-03-16,HARD SELTZER,207.84999999999997,123,115,1.8073913043478258,10,5,18164.260000000013,1.144280031226154,0.6980307587537598
2023-03-17,2023-03-17,BEER,27874.17000000002,27259,2197,12.687378243058726,29,5,28159.64000000002,98.98624414232567,99.41646303658047
2023-03-17,2023-03-17,HARD SELTZER,285.4699999999999,160,138,2.0686231884057964,10,5,28159.64000000002,1.0137558576743158,0.5835369634195265
2023-03-18,2023-03-18,BEER,31143.25999999998,30407,2238,13.91566577301161,29,5,31382.59999999998,99.23734808460739,99.54168985497758
2023-03-18,2023-03-18,HARD SELTZER,239.34000000000003,140,124,1.9301612903225809,10,5,31382.59999999998,0.7626519153926067,0.4583101450224244
2023-03-19,2023-03-19,BEER,32887.709999999934,31619,2254,14.590820763087814,29,5,33140.51999999993,99.23715741334173,99.52157628025557
2023-03-19,2023-03-19,HARD SELTZER,252.81000000000012,152,134,1.886641791044777,10,5,33140.51999999993,0.762842586658268,0.47842371974442105
2023-03-20,2023-03-20,BEER,15363.6,14819,2125,7.229929411764706,29,5,15573.970000000001,98.64922046209155,99.19673338242185
2023-03-20,2023-03-20,HARD SELTZER,210.37,120,114,1.8453508771929825,10,5,15573.970000000001,1.350779537908446,0.8032666175781512
2023-03-21,2023-03-21,BEER,20274.619999999974,19732,2141,9.469696403549731,29,5,20470.849999999973,99.04141743015067,99.42557694245691
2023-03-21,2023-03-21,HARD SELTZER,196.23000000000002,114,110,1.783909090909091,10,5,20470.849999999973,0.9585825698493237,0.5744230575430818
2023-03-22,2023-03-22,BEER,18541.080000000013,18054,2095,8.850157517899767,29,5,18774.34000000001,98.75755952006836,99.26325049483175
2023-03-22,2023-03-22,HARD SELTZER,233.25999999999993,134,133,1.7538345864661649,10,5,18774.34000000001,1.2424404799316504,0.7367495051682428
2023-03-23,2023-03-23,BEER,19902.89,19517,2128,9.352861842105263,29,5,20115.93,98.94093884796776,99.38890869277385
2023-03-23,2023-03-23,HARD SELTZER,213.04,120,118,1.8054237288135593,10,5,20115.93,1.059061152032245,0.6110913072261548
2023-03-24,2023-03-24,BEER,26798.04000000004,26297,2206,12.147796917497752,29,5,27030.41000000004,99.14033860381697,99.49678395762392
2023-03-24,2023-03-24,HARD SELTZER,232.36999999999995,133,121,1.9204132231404953,10,5,27030.41000000004,0.8596613961830384,0.5032160423760877
2023-03-25,2023-03-25,BEER,33284.860000000015,32459,2263,14.708289880689357,29,5,33533.77000000002,99.25773332375094,99.57359347199215
2023-03-25,2023-03-25,HARD SELTZER,248.9099999999999,139,127,1.959921259842519,10,5,33533.77000000002,0.7422666762490462,0.4264065280078532
2023-03-26,2023-03-26,BEER,33190.35000000008,31998,2203,15.065978211529767,29,5,33498.82000000008,99.07916159434869,99.48389503793061
2023-03-26,2023-03-26,HARD SELTZER,308.46999999999974,166,143,2.1571328671328653,10,5,33498.82000000008,0.9208384056513006,0.5161049620693944
2023-03-27,2023-03-27,BEER,15309.109999999993,14740,2113,7.245201135825837,29,5,15564.159999999993,98.36129929273409,99.03917220990391
2023-03-27,2023-03-27,HARD SELTZER,255.04999999999987,143,139,1.8348920863309344,10,5,15564.159999999993,1.6387007072659239,0.9608277900960829
2023-03-28,2023-03-28,BEER,20337.99999999999,19651,2132,9.539399624765473,29,5,20560.46999999999,98.91797220588828,99.36792071197411
2023-03-28,2023-03-28,HARD SELTZER,222.47000000000008,125,115,1.9345217391304355,10,5,20560.46999999999,1.0820277941117113,0.63207928802589
2023-03-29,2023-03-29,BEER,19446.260000000046,18945,2102,9.25131303520459,29,5,19718.270000000044,98.62051792576125,99.20925848345203
2023-03-29,2023-03-29,HARD SELTZER,272.00999999999993,151,133,2.0451879699248114,10,5,19718.270000000044,1.3794820742387608,0.7907415165479681
2023-03-30,2023-03-30,BEER,19332.61000000002,19060,2100,9.20600476190477,29,5,19596.140000000018,98.65519433929336,99.20882781594837
2023-03-30,2023-03-30,HARD SELTZER,263.52999999999986,152,145,1.817448275862068,10,5,19596.140000000018,1.3448056607066474,0.7911721840516344
2023-03-31,2023-03-31,BEER,28277.090000000044,27623,2209,12.800855590765073,29,5,28547.260000000042,99.05360444399919,99.41695159258592
2023-03-31,2023-03-31,HARD SELTZER,270.16999999999996,162,136,1.9865441176470586,10,5,28547.260000000042,0.9463955560008196,0.5830484074140724
2023-04-01,2023-04-01,BEER,34195.349999999926,33411,2262,15.11730769230766,29,5,34444.60999999993,99.27634541369463,99.56788651805937
2023-04-01,2023-04-01,HARD SELTZER,249.2600000000001,145,127,1.9626771653543316,10,5,34444.60999999993,0.7236545863053773,0.43211348194063653
2023-04-02,2023-04-02,BEER,32655.45999999996,31894,2211,14.769543193125264,29,5,32964.32999999996,99.06301751013899,99.44809952916965
2023-04-02,2023-04-02,HARD SELTZER,308.87,177,151,2.045496688741722,10,5,32964.32999999996,0.9369824898610115,0.5519004708303452
2023-04-03,2023-04-03,BEER,14818.939999999993,14548,2102,7.049923882017123,29,5,15068.329999999993,98.34493935293426,99.01987476177511
2023-04-03,2023-04-03,HARD SELTZER,249.3899999999999,144,138,1.8071739130434776,10,5,15068.329999999993,1.6550606470657334,0.9801252382248844
2023-04-04,2023-04-04,BEER,20386.46000000003,19679,2109,9.666410621147477,29,5,20620.220000000027,98.86635545110578,99.31866357121227
2023-04-04,2023-04-04,HARD SELTZER,233.75999999999996,135,123,1.9004878048780485,10,5,20620.220000000027,1.133644548894239,0.6813364287877258
2023-04-05,2023-04-05,BEER,20361.94000000002,19497,2154,9.453082636954512,29,5,20609.180000000022,98.80034043081771,99.27189409368636
2023-04-05,2023-04-05,HARD SELTZER,247.24000000000007,143,131,1.8873282442748096,10,5,20609.180000000022,1.199659569182276,0.7281059063136457
2023-04-06,2023-04-06,BEER,20154.640000000007,19647,2110,9.55196208530806,29,5,20401.250000000007,98.79120151951474,99.26236548274643
2023-04-06,2023-04-06,HARD SELTZER,246.61000000000016,146,133,1.8542105263157906,10,5,20401.250000000007,1.2087984804852647,0.7376345172535744
2023-04-07,2023-04-07,BEER,30504.309999999983,29335,2253,13.539418553040383,29,5,30713.719999999983,99.31818744196404,99.58245637857289
2023-04-07,2023-04-07,HARD SELTZER,209.41,123,114,1.8369298245614034,10,5,30713.719999999983,0.681812558035953,0.41754362142711654
2023-04-08,2023-04-08,BEER,35491.16,34171,2210,16.059348416289595,29,5,35831.700000000004,99.04961249396483,99.42389944426664
2023-04-08,2023-04-08,HARD SELTZER,340.54000000000013,198,160,2.128375000000001,10,5,35831.700000000004,0.950387506035159,0.5761005557333644
2023-04-09,2023-04-09,BEER,33946.78999999999,33221,2230,15.22277578475336,29,5,34268.67999999999,99.06068748489875,99.42239779733046
