Year,Month,Year_Month,Product_Category,Monthly_Revenue,Monthly_Units,Monthly_Transactions,Unique_Products,Regional_Presence,Avg_Transaction_Value,Avg_TDP,Revenue_Per_Transaction,Date_Key,Previous_Month_Revenue,Previous_Month_Units,MoM_Revenue_Growth,MoM_Units_Growth,YoY_Revenue_Base,YoY_Units_Base,YoY_Revenue_Growth,YoY_Units_Growth,Revenue_Growth_Acceleration,Growth_Trend_Direction
2023,1,2023-01,HARD SELTZER,4407.749999999994,2529,2490,46,5,1.7701807228915638,13.63389959839359,1.7701807228915638,2023-01-01,,,0.0,0.0,,,0.0,0.0,,Stable
2023,2,2023-02,HARD SELTZER,4890.260000000001,2787,2706,46,5,1.8071914264597195,13.39945306725795,1.8071914264597195,2023-02-01,4407.749999999994,2529,10.946854971357455,10.201660735468565,,,0.0,0.0,10.946854971357455,Accelerating
2023,3,2023-03,HARD SELTZER,7172.920000000006,4101,3811,46,5,1.8821621621621638,13.531414326948296,1.8821621621621638,2023-03-01,4890.260000000001,2787,46.67768175925216,47.14747039827772,,,0.0,0.0,35.730826787894706,Accelerating
2023,4,2023-04,HARD SELTZER,8508.76999999999,4907,4153,46,5,2.0488249458222945,13.486306284613544,2.0488249458222945,2023-04-01,7172.920000000006,4101,18.623517340218235,19.653742989514754,,,0.0,0.0,-28.054164419033924,Decelerating
2023,5,2023-05,HARD SELTZER,14189.829999999967,7973,5540,46,5,2.561341155234651,13.683397111913361,2.561341155234651,2023-05-01,8508.76999999999,4907,66.76711205027266,62.48216833095578,,,0.0,0.0,48.14359471005442,Accelerating
2023,6,2023-06,HARD SELTZER,22079.15000000006,12458,6225,46,5,3.5468514056224993,13.827429718875521,3.5468514056224993,2023-06-01,14189.829999999967,7973,55.59841097462134,56.252351686943435,,,0.0,0.0,-11.16870107565132,Decelerating
2023,7,2023-07,HARD SELTZER,28274.830000000078,17307,7632,46,5,3.7047733228511635,39.07608621593282,3.7047733228511635,2023-07-01,22079.15000000006,12458,28.061225183034683,38.922780542623215,,,0.0,0.0,-27.537185791586655,Decelerating
2023,8,2023-08,HARD SELTZER,33158.3799999999,20413,8750,46,5,3.789529142857132,40.92207200000005,3.789529142857132,2023-08-01,28274.830000000078,17307,17.271721881262632,17.94649563760328,,,0.0,0.0,-10.78950330177205,Decelerating
2023,9,2023-09,HARD SELTZER,29428.11000000003,18541,9372,46,5,3.140003201024331,40.83411971830981,3.140003201024331,2023-09-01,33158.3799999999,20413,-11.249855994170655,-9.170626561504923,,,0.0,0.0,-28.521577875433287,Decelerating
2023,10,2023-10,HARD SELTZER,27189.089999999986,17095,10222,46,5,2.6598601056544693,40.610852083740966,2.6598601056544693,2023-10-01,29428.11000000003,18541,-7.608439685729194,-7.798932096434928,,,0.0,0.0,3.6414163084414612,Stable
2023,11,2023-11,HARD SELTZER,37755.26000000007,23586,11376,46,5,3.318851969057671,40.581137482419074,3.318851969057671,2023-11-01,27189.089999999986,17095,38.861800817901916,37.97016671541386,,,0.0,0.0,46.47024050363111,Accelerating
2023,12,2023-12,HARD SELTZER,49121.05000000009,30450,13315,46,5,3.6891513330829957,40.77612617348863,3.6891513330829957,2023-12-01,37755.26000000007,23586,30.10385837628983,29.10200966675146,,,0.0,0.0,-8.757942441612087,Decelerating
