timestamp,cpu_usage_percent,memory_usage_mb,pod_restart_count,source_ip,is_approved_source,http_method,endpoint,user_agent,sql_execution_time_ms,stack_trace_depth,db_connection_pool_active,response_time_ms,status_code,is_anomaly,hour,day_of_week,minute,is_approved_source_num,method_DELETE,method_GET,method_POST,method_PUT,endpoint_category,endpoint_auth,endpoint_order,endpoint_other,endpoint_payment,endpoint_report,endpoint_user,anomaly_score,predicted_anomaly
2026-01-08 06:27:00.321918,61.656,1386.275,0,174.25.76.159,False,GET,/api/v1/payments,PostmanRuntime/7.29.2,128.83,10,16,92.48,200,True,6,3,27,0,0,1,0,0,payment,0,0,0,1,0,0,0.485738271971745,False
2026-01-08 06:27:00.571918,88.164,1171.05,0,134.249.170.173,False,GET,/api/v1/payments,Apache-HttpClient/4.5.13,13.88,7,22,209.05,200,True,6,3,27,0,0,1,0,0,payment,0,0,0,1,0,0,0.5891626966258124,True
2026-01-08 06:27:00.821918,49.62,1139.225,0,26.191.138.110,False,GET,/api/v1/inventory,okhttp/4.9.3,7.46,9,11,75.9,200,True,6,3,27,0,0,1,0,0,other,0,0,1,0,0,0,0.1805134462820379,False
2026-01-08 06:27:01.071918,84.88799999999999,1102.325,0,65.188.119.23,False,GET,/api/v1/notifications,okhttp/4.9.3,4.45,7,14,51.15,200,True,6,3,27,0,0,1,0,0,other,0,0,1,0,0,0,0.27276480176004814,False
2026-01-08 06:27:01.321918,55.776,1120.925,0,192.168.1.50,True,GET,/api/v1/products,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,61.57,11,18,81.46,200,True,6,3,27,1,0,1,0,0,other,0,0,1,0,0,0,0.12284698850007712,False
2026-01-08 06:27:01.571918,53.676,1301.875,0,10.0.1.101,True,GET,/api/v1/products,PostmanRuntime/7.29.2,16.52,3,24,10.29,200,True,6,3,27,1,0,1,0,0,other,0,0,1,0,0,0,0.19933784355750048,False
2026-01-08 06:27:01.821918,71.208,1239.5,0,172.16.0.11,True,GET,/api/v1/notifications,curl/7.68.0,10.64,10,18,88.74,400,True,6,3,27,1,0,1,0,0,other,0,0,1,0,0,0,0.0864012090457814,False
2026-01-08 06:27:02.071918,64.5,1337.975,0,10.0.1.102,True,POST,/api/v1/payments,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,64.05,9,16,108.56,200,True,6,3,27,1,0,0,1,0,payment,0,0,0,1,0,0,0.39547015768153476,False
2026-01-08 06:27:02.321918,59.736,1577.225,0,172.16.0.10,True,PUT,/api/v1/notifications,curl/7.68.0,17.83,6,17,37.74,200,True,6,3,27,1,0,0,0,1,other,0,0,1,0,0,0,0.3746480432214948,False
2026-01-08 06:27:02.571918,72.55199999999999,1199.4,0,38.160.240.106,False,GET,/api/v1/orders,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,10.23,5,21,206.07,200,True,6,3,27,0,0,1,0,0,order,0,1,0,0,0,0,0.4724480871738462,False
2026-01-08 06:27:02.821918,54.528,966.375,0,198.51.100.10,True,GET,/api/v1/products,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,56.86,8,16,76.03,200,True,6,3,27,1,0,1,0,0,other,0,0,1,0,0,0,0.09176945187084107,False
2026-01-08 06:27:03.071918,57.264,1209.15,0,10.0.1.101,True,GET,/api/v1/products,Apache-HttpClient/4.5.13,51.77,6,10,23.64,200,True,6,3,27,1,0,1,0,0,other,0,0,1,0,0,0,0.11612877959771178,False
2026-01-08 06:27:03.321918,64.97999999999999,1279.525,0,106.169.252.26,False,POST,/api/v1/notifications,curl/7.68.0,43.99,13,22,54.85,400,True,6,3,27,0,0,0,1,0,other,0,0,1,0,0,0,0.42636835857618327,False
2026-01-08 06:27:03.571918,46.8,1434.375,0,10.0.1.101,True,GET,/api/v1/users,curl/7.68.0,4.83,15,18,47.17,200,True,6,3,27,1,0,1,0,0,user,0,0,0,0,0,1,0.31364555888437745,False
2026-01-08 06:27:03.821918,30.48,1346.8000000000002,0,203.0.113.5,True,GET,/api/v1/reports,Apache-HttpClient/4.5.13,8.92,12,5,88.36,404,True,6,3,27,1,0,1,0,0,report,0,0,0,0,1,0,0.3354969155775997,False
2026-01-08 06:27:04.071918,63.49199999999999,1270.325,0,10.0.1.100,True,GET,/api/v1/auth,okhttp/4.9.3,8.11,12,6,104.64,200,True,6,3,27,1,0,1,0,0,auth,1,0,0,0,0,0,0.31497964802983075,False
2026-01-08 06:27:04.321918,46.5,1236.35,0,203.0.113.5,True,GET,/api/v1/auth,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,11.17,6,12,41.05,200,True,6,3,27,1,0,1,0,0,auth,1,0,0,0,0,0,0.18421943649922173,False
2026-01-08 06:27:04.571918,40.308,1223.25,0,192.168.1.50,True,PUT,/api/v1/inventory,PostmanRuntime/7.29.2,43.53,8,18,111.58,400,True,6,3,27,1,0,0,0,1,other,0,0,1,0,0,0,0.3753048634137925,False
2026-01-08 06:27:04.821918,62.856,947.25,0,172.16.0.10,True,POST,/api/v1/auth,okhttp/4.9.3,8.39,6,11,40.19,200,True,6,3,27,1,0,0,1,0,auth,1,0,0,0,0,0,0.28493521749354817,False
2026-01-08 06:27:05.071918,45.42,1193.525,0,10.0.1.102,True,POST,/api/v1/products,Apache-HttpClient/4.5.13,25.8,6,17,43.1,200,True,6,3,27,1,0,0,1,0,other,0,0,1,0,0,0,0.14177797104871676,False
2026-01-08 06:27:05.321918,48.264,1455.925,2,172.16.0.10,True,GET,/api/v1/notifications,Apache-HttpClient/4.5.13,28.07,11,12,39.84,200,True,6,3,27,1,0,1,0,0,other,0,0,1,0,0,0,0.37093887104671436,False
2026-01-08 06:27:05.571918,43.944,1124.575,0,169.27.90.128,False,POST,/api/v1/payments,Apache-HttpClient/4.5.13,5.24,8,19,29.81,200,True,6,3,27,0,0,0,1,0,payment,0,0,0,1,0,0,0.49810757153807783,False
2026-01-08 06:27:05.821918,6.0,1371.85,0,34.178.255.88,False,GET,/api/v1/notifications,Apache-HttpClient/4.5.13,3.07,10,8,31.17,200,True,6,3,27,0,0,1,0,0,other,0,0,1,0,0,0,0.32610552787934455,False
2026-01-08 06:27:06.071918,19.992,863.1,0,172.16.0.10,True,GET,/api/v1/notifications,curl/7.68.0,5.83,11,17,8.3,200,True,6,3,27,1,0,1,0,0,other,0,0,1,0,0,0,0.15876259241389076,False
2026-01-08 06:27:06.321918,61.536,1355.95,0,98.174.79.121,False,POST,/api/v1/auth,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,98.51,10,24,21.28,200,True,6,3,27,0,0,0,1,0,auth,1,0,0,0,0,0,0.6066522598524988,True
2026-01-08 06:27:06.571918,34.547999999999995,1373.3000000000002,0,128.11.115.87,False,POST,/api/v1/notifications,curl/7.68.0,64.32,9,5,93.76,200,True,6,3,27,0,0,0,1,0,other,0,0,1,0,0,0,0.45132490738232345,False
2026-01-08 06:27:06.821918,60.444,1342.55,0,10.0.1.100,True,POST,/api/v1/users,PostmanRuntime/7.29.2,11.47,11,5,53.95,200,True,6,3,27,1,0,0,1,0,user,0,0,0,0,0,1,0.35428326854215275,False
2026-01-08 06:27:07.071918,55.608,1433.0500000000002,0,16.96.19.131,False,POST,/api/v1/reports,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,14.69,8,14,132.88,200,True,6,3,27,0,0,0,1,0,report,0,0,0,0,1,0,0.42396479604238274,False
2026-01-08 06:27:07.321918,76.032,1302.625,0,172.16.0.10,True,GET,/api/v1/auth,PostmanRuntime/7.29.2,35.37,12,12,57.77,200,True,6,3,27,1,0,1,0,0,auth,1,0,0,0,0,0,0.27669428947433394,False
2026-01-08 06:27:07.571918,34.536,1304.175,0,172.16.0.10,True,POST,/api/v1/products,Apache-HttpClient/4.5.13,17.62,9,11,95.25,200,True,6,3,27,1,0,0,1,0,other,0,0,1,0,0,0,0.13969487631337188,False
2026-01-08 06:27:07.821918,58.824,1507.5,0,172.16.0.11,True,GET,/api/v1/users,PostmanRuntime/7.29.2,3.77,6,18,113.8,200,True,6,3,27,1,0,1,0,0,user,0,0,0,0,0,1,0.2791470549295134,False
2026-01-08 06:27:08.071918,84.92399999999999,1347.5749999999998,0,198.51.100.10,True,GET,/api/v1/notifications,Apache-HttpClient/4.5.13,4.87,11,10,131.76,200,True,6,3,27,1,0,1,0,0,other,0,0,1,0,0,0,0.15629461168300304,False
2026-01-08 06:27:08.321918,68.772,1299.675,0,10.0.1.100,True,PUT,/api/v1/notifications,PostmanRuntime/7.29.2,3.1,6,12,12.81,200,True,6,3,27,1,0,0,0,1,other,0,0,1,0,0,0,0.37305716430765595,False
2026-01-08 06:27:08.571918,49.38,1380.8000000000002,0,10.0.1.100,True,GET,/api/v1/inventory,Java/11.0.16,14.82,8,5,28.61,200,True,6,3,27,1,0,1,0,0,other,0,0,1,0,0,0,0.09505107852540945,False
2026-01-08 06:27:08.821918,57.984,1242.325,0,10.0.1.102,True,POST,/api/v1/auth,curl/7.68.0,76.67,8,20,78.84,200,True,6,3,27,1,0,0,1,0,auth,1,0,0,0,0,0,0.378692243578009,False
2026-01-08 06:27:09.071918,76.63199999999999,1127.5749999999998,0,172.16.0.11,True,GET,/api/v1/products,Apache-HttpClient/4.5.13,69.1,10,22,42.8,200,True,6,3,27,1,0,1,0,0,other,0,0,1,0,0,0,0.21159882414059844,False
2026-01-08 06:27:09.321918,81.96,1336.0749999999998,0,10.0.1.102,True,PUT,/api/v1/notifications,PostmanRuntime/7.29.2,8.2,9,17,42.57,200,True,6,3,27,1,0,0,0,1,other,0,0,1,0,0,0,0.3728777187553661,False
2026-01-08 06:27:09.571918,80.016,1282.775,0,171.16.230.179,False,GET,/api/v1/orders,PostmanRuntime/7.29.2,8.83,10,16,169.15,200,True,6,3,27,0,0,1,0,0,order,0,1,0,0,0,0,0.4511851521614315,False
2026-01-08 06:27:09.821918,62.916,1225.95,0,203.0.113.5,True,GET,/api/v1/reports,PostmanRuntime/7.29.2,6.29,10,7,27.74,200,True,6,3,27,1,0,1,0,0,report,0,0,0,0,1,0,0.283164986244511,False
2026-01-08 06:27:10.071918,57.72,1465.775,0,192.168.1.50,True,POST,/api/v1/products,PostmanRuntime/7.29.2,6.43,12,15,13.27,200,True,6,3,27,1,0,0,1,0,other,0,0,1,0,0,0,0.23357786423237895,False
2026-01-08 06:27:10.321918,45.336,1191.025,0,120.251.206.250,False,GET,/api/v1/users,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,27.01,8,10,29.26,200,True,6,3,27,0,0,1,0,0,user,0,0,0,0,0,1,0.33651172666419804,False
2026-01-08 06:27:10.571918,78.48,1208.4,0,10.0.1.102,True,PUT,/api/v1/payments,okhttp/4.9.3,4.74,9,9,22.87,400,True,6,3,27,1,0,0,0,1,payment,0,0,0,1,0,0,0.5592361699200512,True
2026-01-08 06:27:10.821918,57.456,1270.15,0,10.0.1.102,True,GET,/api/v1/auth,PostmanRuntime/7.29.2,129.17,10,21,10.23,200,True,6,3,27,1,0,1,0,0,auth,1,0,0,0,0,0,0.3567593508386358,False
2026-01-08 06:27:11.071918,55.764,1402.4,0,172.16.0.10,True,POST,/api/v1/orders,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,13.54,11,14,35.74,200,True,6,3,27,1,0,0,1,0,order,0,1,0,0,0,0,0.33447926552931223,False
2026-01-08 06:27:11.321918,32.1,1435.15,0,2.193.230.199,False,GET,/api/v1/reports,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,3.37,6,5,141.8,200,True,6,3,27,0,0,1,0,0,report,0,0,0,0,1,0,0.4571225759613236,False
2026-01-08 06:27:11.571918,36.468,1245.6,0,87.130.210.26,False,PUT,/api/v1/products,okhttp/4.9.3,42.77,9,17,20.56,200,True,6,3,27,0,0,0,0,1,other,0,0,1,0,0,0,0.48398987797328163,False
2026-01-08 06:27:11.821918,51.876,1233.6,0,10.0.1.100,True,GET,/api/v1/notifications,curl/7.68.0,10.84,9,23,21.74,200,True,6,3,27,1,0,1,0,0,other,0,0,1,0,0,0,0.08164015580660418,False
2026-01-08 06:27:12.071918,41.64,1269.375,0,172.16.0.10,True,POST,/api/v1/notifications,PostmanRuntime/7.29.2,2.92,8,21,46.95,404,True,6,3,27,1,0,0,1,0,other,0,0,1,0,0,0,0.14109560846911945,False
2026-01-08 06:27:12.321918,85.5,1544.225,0,158.250.137.143,False,GET,/api/v1/inventory,Apache-HttpClient/4.5.13,4.43,12,20,20.99,200,True,6,3,27,0,0,1,0,0,other,0,0,1,0,0,0,0.41425456944138656,False
2026-01-08 06:27:12.571918,55.776,1256.925,0,10.0.1.100,True,GET,/api/v1/reports,Apache-HttpClient/4.5.13,19.59,11,22,31.17,200,True,6,3,27,1,0,1,0,0,report,0,0,0,0,1,0,0.24688776623706737,False
2026-01-08 06:27:12.821918,68.256,1303.9250000000002,0,192.168.1.50,True,GET,/api/v1/products,Java/11.0.16,4.82,7,14,131.06,200,True,6,3,27,1,0,1,0,0,other,0,0,1,0,0,0,0.10024528570209282,False
2026-01-08 06:27:13.071918,70.152,1261.425,0,172.16.0.10,True,PUT,/api/v1/payments,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,13.69,12,21,20.35,200,True,6,3,27,1,0,0,0,1,payment,0,0,0,1,0,0,0.5240534360539645,False
2026-01-08 06:27:13.321918,68.952,1312.925,0,10.0.1.100,True,GET,/api/v1/products,okhttp/4.9.3,7.07,12,11,178.71,200,True,6,3,27,1,0,1,0,0,other,0,0,1,0,0,0,0.158517569830405,False
2026-01-08 06:27:13.571918,58.776,1394.4,0,10.0.1.101,True,GET,/api/v1/products,curl/7.68.0,81.61,9,22,106.67,200,True,6,3,27,1,0,1,0,0,other,0,0,1,0,0,0,0.1952292751618505,False
2026-01-08 06:27:13.821918,48.12,1178.25,0,41.215.86.38,False,GET,/api/v1/reports,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,15.99,8,15,83.94,200,True,6,3,27,0,0,1,0,0,report,0,0,0,0,1,0,0.26657331184998473,False
2026-01-08 06:27:14.071918,88.08,1408.65,0,163.156.74.151,False,GET,/api/v1/payments,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,16.87,11,13,83.36,200,True,6,3,27,0,0,1,0,0,payment,0,0,0,1,0,0,0.4445865961156334,False
2026-01-08 06:27:14.321918,6.611999999999999,1168.95,0,85.180.163.110,False,GET,/api/v1/auth,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,26.14,12,22,116.5,200,True,6,3,27,0,0,1,0,0,auth,1,0,0,0,0,0,0.5085428323140202,False
2026-01-08 06:27:14.571918,41.484,1186.45,0,203.0.113.5,True,PUT,/api/v1/reports,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,12.96,19,17,25.51,200,True,6,3,27,1,0,0,0,1,report,0,0,0,0,1,0,0.5817021022405056,True
2026-01-08 06:27:14.821918,51.24,1291.375,2,192.168.1.50,True,POST,/api/v1/payments,okhttp/4.9.3,45.11,8,15,116.45,200,True,6,3,27,1,0,0,1,0,payment,0,0,0,1,0,0,0.5575352327879038,True
2026-01-08 06:27:15.071918,60.12,1442.55,0,10.0.1.101,True,GET,/api/v1/payments,curl/7.68.0,10.98,8,12,539.98,201,True,6,3,27,1,0,1,0,0,payment,0,0,0,1,0,0,0.42327519502353766,False
2026-01-08 06:27:15.321918,64.848,1067.675,0,10.0.1.101,True,DELETE,/api/v1/orders,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,334.08,10,8,233.05,200,True,6,3,27,1,1,0,0,0,order,0,1,0,0,0,0,0.7424436121742344,True
2026-01-08 06:27:15.571918,42.516,1305.4,0,172.16.0.10,True,GET,/api/v1/inventory,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,8.18,8,12,262.2,200,True,6,3,27,1,0,1,0,0,other,0,0,1,0,0,0,0.15195300541399065,False
2026-01-08 06:27:15.821918,62.256,1256.875,0,198.51.100.10,True,DELETE,/api/v1/notifications,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,8.38,8,18,61.12,500,True,6,3,27,1,1,0,0,0,other,0,0,1,0,0,0,0.38960812956458185,False
2026-01-08 06:27:16.071918,52.98,1368.275,0,10.0.1.102,True,POST,/api/v1/auth,okhttp/4.9.3,15.37,10,24,45.54,200,True,6,3,27,1,0,0,1,0,auth,1,0,0,0,0,0,0.3384629852636664,False
2026-01-08 06:27:16.321918,80.04,1378.875,0,10.0.1.100,True,GET,/api/v1/payments,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,8.79,11,16,15.79,200,True,6,3,27,1,0,1,0,0,payment,0,0,0,1,0,0,0.33315035056733067,False
2026-01-08 06:27:16.571918,75.252,1341.9,0,10.0.1.101,True,GET,/api/v1/users,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,2.44,7,9,129.89,200,True,6,3,27,1,0,1,0,0,user,0,0,0,0,0,1,0.30300974859381535,False
2026-01-08 06:27:16.821918,70.164,1140.0749999999998,0,192.168.1.50,True,POST,/api/v1/inventory,curl/7.68.0,1.62,10,22,53.12,200,True,6,3,27,1,0,0,1,0,other,0,0,1,0,0,0,0.2191437450330108,False
2026-01-08 06:27:17.071918,56.832,1107.4250000000002,0,128.132.86.41,False,POST,/api/v1/notifications,PostmanRuntime/7.29.2,17.28,9,15,314.06,200,True,6,3,27,0,0,0,1,0,other,0,0,1,0,0,0,0.4561440248202505,False
2026-01-08 06:27:17.321918,61.64399999999999,1232.275,0,64.102.222.96,False,POST,/api/v1/inventory,Java/11.0.16,10.19,9,12,56.89,200,True,6,3,27,0,0,0,1,0,other,0,0,1,0,0,0,0.2827797609831455,False
2026-01-08 06:27:17.571918,30.564,1143.425,0,192.168.1.50,True,GET,/api/v1/auth,PostmanRuntime/7.29.2,18.98,7,5,65.03,200,True,6,3,27,1,0,1,0,0,auth,1,0,0,0,0,0,0.24788040355230706,False
2026-01-08 06:27:17.821918,55.12799999999999,1257.075,0,172.16.0.10,True,GET,/api/v1/notifications,Java/11.0.16,29.01,15,7,71.23,200,True,6,3,27,1,0,1,0,0,other,0,0,1,0,0,0,0.1981625061492139,False
2026-01-08 06:27:18.071918,52.08,1396.525,0,192.168.1.50,True,GET,/api/v1/orders,curl/7.68.0,10.86,9,23,76.88,200,True,6,3,27,1,0,1,0,0,order,0,1,0,0,0,0,0.16091908740444438,False
2026-01-08 06:27:18.321918,62.892,1358.5749999999998,0,134.225.21.98,False,GET,/api/v1/auth,Apache-HttpClient/4.5.13,12.41,10,23,86.5,200,True,6,3,27,0,0,1,0,0,auth,1,0,0,0,0,0,0.3692583373691503,False
2026-01-08 06:27:18.571918,66.264,1364.85,0,203.0.113.5,True,GET,/api/v1/users,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,4.97,6,19,35.63,200,True,6,3,27,1,0,1,0,0,user,0,0,0,0,0,1,0.22034068572735424,False
2026-01-08 06:27:18.821918,37.044,1252.1,0,198.51.100.10,True,GET,/api/v1/reports,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,16.62,11,16,51.14,200,True,6,3,27,1,0,1,0,0,report,0,0,0,0,1,0,0.222572073060748,False
2026-01-08 06:27:19.071918,66.276,1173.65,0,10.0.1.100,True,GET,/api/v1/orders,Apache-HttpClient/4.5.13,3.8,8,14,168.23,200,True,6,3,27,1,0,1,0,0,order,0,1,0,0,0,0,0.23909379543791032,False
2026-01-08 06:27:19.321918,72.36,1386.6,0,203.0.113.5,True,GET,/api/v1/orders,okhttp/4.9.3,67.74,8,13,105.1,200,True,6,3,27,1,0,1,0,0,order,0,1,0,0,0,0,0.216242954945904,False
2026-01-08 06:27:19.571918,52.164,1557.975,0,181.8.114.229,False,GET,/api/v1/notifications,okhttp/4.9.3,73.54,7,19,496.92,400,True,6,3,27,0,0,1,0,0,other,0,0,1,0,0,0,0.48199707196270003,False
2026-01-08 06:27:19.821918,73.104,1478.325,0,212.128.53.33,False,POST,/api/v1/users,PostmanRuntime/7.29.2,8.19,6,23,58.85,400,True,6,3,27,0,0,0,1,0,user,0,0,0,0,0,1,0.5447788397568067,True
2026-01-08 06:27:20.071918,73.404,1370.525,0,10.0.1.102,True,GET,/api/v1/payments,Java/11.0.16,11.96,15,14,47.61,200,True,6,3,27,1,0,1,0,0,payment,0,0,0,1,0,0,0.3682341046196882,False
2026-01-08 06:27:20.321918,58.92,1311.6,0,172.185.68.58,False,GET,/api/v1/reports,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,53.74,7,12,73.47,200,True,6,3,27,0,0,1,0,0,report,0,0,0,0,1,0,0.3420875968855493,False
2026-01-08 06:27:20.571918,79.48799999999999,1425.025,0,198.51.100.10,True,GET,/api/v1/products,Java/11.0.16,1.9,13,9,35.45,200,True,6,3,27,1,0,1,0,0,other,0,0,1,0,0,0,0.24635991981946265,False
2026-01-08 06:27:20.821918,51.792,1530.1,0,77.43.103.227,False,POST,/api/v1/orders,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,63.47773592263178,12,16,596.4386472365853,200,True,6,3,27,0,0,0,1,0,order,0,1,0,0,0,0,0.791582899699515,True
2026-01-08 06:27:21.071918,76.344,1310.775,0,192.168.1.50,True,POST,/api/v1/orders,okhttp/4.9.3,28.51,8,23,22.59,400,True,6,3,27,1,0,0,1,0,order,0,1,0,0,0,0,0.4162685646408187,False
2026-01-08 06:27:21.321918,53.04,1174.175,0,172.16.0.10,True,POST,/api/v1/reports,PostmanRuntime/7.29.2,13.28,6,12,37.5,200,True,6,3,27,1,0,0,1,0,report,0,0,0,0,1,0,0.3111151474324729,False
2026-01-08 06:27:21.571918,55.716,1154.075,0,208.102.148.236,False,GET,/api/v1/reports,Java/11.0.16,6.32,10,11,21.82,200,True,6,3,27,0,0,1,0,0,report,0,0,0,0,1,0,0.3410457028638251,False
2026-01-08 06:27:21.821918,62.952,1411.2,0,10.0.1.102,True,POST,/api/v1/users,Java/11.0.16,37.18,7,5,42.22,200,True,6,3,27,1,0,0,1,0,user,0,0,0,0,0,1,0.37252954039356345,False
2026-01-08 06:27:22.071918,85.428,1166.575,0,10.0.1.102,True,PUT,/api/v1/inventory,curl/7.68.0,5.11,11,19,29.23,200,True,6,3,27,1,0,0,0,1,other,0,0,1,0,0,0,0.4693763244982879,False
2026-01-08 06:27:22.321918,64.116,1346.05,0,10.0.1.101,True,GET,/api/v1/products,Java/11.0.16,36.19,7,13,39.37,200,True,6,3,27,1,0,1,0,0,other,0,0,1,0,0,0,0.06795890500109679,False
2026-01-08 06:27:22.571918,46.308,1124.7,0,10.0.1.102,True,GET,/api/v1/payments,Java/11.0.16,30.43,8,14,76.04,200,True,6,3,27,1,0,1,0,0,payment,0,0,0,1,0,0,0.2010548644468913,False
2026-01-08 06:27:22.821918,92.484,1457.6,0,172.16.0.10,True,POST,/api/v1/payments,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,5.0,8,17,26.96,400,True,6,3,27,1,0,0,1,0,payment,0,0,0,1,0,0,0.46324628208037566,False
